"Date Printed: Tuesday, June 19, 2018 2:46:17 PM"
Title: AIDS deaths | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories
"Footnote(s): AIDS diagnoses and HIV diagnoses data for the year 2016 are preliminary and based on 6 months reporting delay. Therefore, trend data should only be viewed through the year 2015 to allow sufficient time (at least 12 months) for reporting of case information to accurately assess trends. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. Death data based on residence at death. Data adjusted for missing transmission category."
NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"AIDS deaths","2000","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","185",8.1,"2,296,180"
"AIDS deaths","2015","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","128",2.5,"5,080,771"
"AIDS deaths","2002","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","186",4,"4,669,833"
"AIDS deaths","2003","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","202",4.3,"4,709,970"
"AIDS deaths","2014","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","132",2.6,"5,063,063"
"AIDS deaths","2009","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","189",3.8,"4,962,937"
"AIDS deaths","2001","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","201",4.3,"4,629,373"
"AIDS deaths","2004","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","217",4.6,"4,755,256"
"AIDS deaths","2007","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","183",3.7,"4,895,008"
"AIDS deaths","2010","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","178",3.6,"4,977,245"
"AIDS deaths","2011","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","156",3.1,"4,996,641"
"AIDS deaths","2013","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","154",3.1,"5,040,747"
"AIDS deaths","2012","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","154",3.1,"5,017,387"
"AIDS deaths","2000","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","204",4.4,"4,590,356"
"AIDS deaths","2005","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","184",3.8,"4,802,739"
"AIDS deaths","2006","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","193",4,"4,852,675"
"AIDS deaths","2008","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","180",3.6,"4,934,901"
"AIDS deaths","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","12",1.4,"852,492"
"AIDS deaths","2002","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","11",1.5,"756,734"
"AIDS deaths","2003","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6",0.8,"765,173"
"AIDS deaths","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",0.8,"860,074"
"AIDS deaths","2007","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","9",1.1,"804,066"
"AIDS deaths","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","11",1.3,"830,976"
"AIDS deaths","2001","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",0.9,"750,912"
"AIDS deaths","2004","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5",0.6,"774,848"
"AIDS deaths","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",0.8,"837,677"
"AIDS deaths","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","3",0.4,"844,604"
"AIDS deaths","2000","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",0.9,"745,797"
"AIDS deaths","2005","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14",1.8,"783,936"
"AIDS deaths","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","13",1.6,"813,046"
"AIDS deaths","2006","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","9",1.1,"794,590"
"AIDS deaths","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",0.9,"818,891"
"AIDS deaths","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","9",1,"868,162"
"AIDS deaths","2013","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","26",1.7,"1,527,810"
"AIDS deaths","2002","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","31",2.2,"1,409,289"
"AIDS deaths","2003","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","27",1.9,"1,418,411"
"AIDS deaths","2005","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","27",1.9,"1,434,890"
"AIDS deaths","2014","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","22",1.4,"1,539,172"
"AIDS deaths","2007","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","35",2.4,"1,448,820"
"AIDS deaths","2004","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","13",0.9,"1,425,825"
"AIDS deaths","2010","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","26",1.7,"1,494,480"
"AIDS deaths","2001","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","45",3.2,"1,402,199"
"AIDS deaths","2000","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","31",2.2,"1,396,382"
"AIDS deaths","2011","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20",1.3,"1,504,704"
"AIDS deaths","2012","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","24",1.6,"1,516,306"
"AIDS deaths","2008","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","24",1.6,"1,457,464"
"AIDS deaths","2006","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","30",2.1,"1,442,066"
"AIDS deaths","2009","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","26",1.8,"1,467,198"
"AIDS deaths","2015","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20",1.3,"1,549,853"
"AIDS deaths","2015","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","99",4.1,"2,400,439"
"AIDS deaths","2013","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","119",5.1,"2,312,175"
"AIDS deaths","2002","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","104",5.9,"1,753,069"
"AIDS deaths","2003","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","134",7.4,"1,813,322"
"AIDS deaths","2005","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","133",6.8,"1,954,337"
"AIDS deaths","2014","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","105",4.5,"2,355,882"
"AIDS deaths","2007","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","120",5.8,"2,079,404"
"AIDS deaths","2001","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","99",5.8,"1,695,164"
"AIDS deaths","2004","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","119",6.3,"1,888,681"
"AIDS deaths","2010","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","101",4.5,"2,224,093"
"AIDS deaths","2000","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","123",7.5,"1,634,059"
"AIDS deaths","2008","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","120",5.7,"2,118,616"
"AIDS deaths","2012","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","137",6,"2,278,422"
"AIDS deaths","2006","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","120",5.9,"2,021,470"
"AIDS deaths","2009","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","102",4.8,"2,141,833"
"AIDS deaths","2011","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","112",5,"2,242,157"
"AIDS deaths","2008","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14",1.3,"1,119,153"
"AIDS deaths","2011","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","13",1.2,"1,125,300"
"AIDS deaths","2000","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","21",2.1,"1,019,355"
"AIDS deaths","2015","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","19",1.7,"1,148,496"
"AIDS deaths","2002","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","16",1.5,"1,052,153"
"AIDS deaths","2006","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","19",1.7,"1,103,428"
"AIDS deaths","2004","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","15",1.4,"1,080,347"
"AIDS deaths","2005","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","16",1.5,"1,091,153"
"AIDS deaths","2013","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","12",1.1,"1,136,327"
"AIDS deaths","2001","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","18",1.7,"1,036,269"
"AIDS deaths","2003","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20",1.9,"1,066,193"
"AIDS deaths","2007","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","16",1.4,"1,111,726"
"AIDS deaths","2010","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20",1.8,"1,120,334"
"AIDS deaths","2014","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10",0.9,"1,144,986"
"AIDS deaths","2012","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","17",1.5,"1,131,635"
"AIDS deaths","2009","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","18",1.6,"1,124,301"
"AIDS deaths","2013","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","564",7.6,"7,469,287"
"AIDS deaths","2008","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","726",10.1,"7,204,858"
"AIDS deaths","2015","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","531",7.1,"7,522,421"
"AIDS deaths","2001","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,039",14.9,"6,957,089"
"AIDS deaths","2002","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,086",15.5,"7,014,867"
"AIDS deaths","2006","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","817",11.4,"7,145,838"
"AIDS deaths","2000","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,059",15.4,"6,898,878"
"AIDS deaths","2004","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","934",13.2,"7,100,059"
"AIDS deaths","2005","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","877",12.3,"7,125,713"
"AIDS deaths","2003","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","932",13.2,"7,063,290"
"AIDS deaths","2007","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","751",10.5,"7,170,556"
"AIDS deaths","2010","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","654",8.9,"7,348,940"
"AIDS deaths","2014","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","512",6.8,"7,502,723"
"AIDS deaths","2012","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","537",7.2,"7,432,215"
"AIDS deaths","2009","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","632",8.7,"7,249,862"
"AIDS deaths","2011","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","608",8.2,"7,391,625"
"AIDS deaths","2008","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","62",3.8,"1,620,429"
"AIDS deaths","2015","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","65",3.8,"1,724,024"
"AIDS deaths","2001","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","46",3.1,"1,473,887"
"AIDS deaths","2002","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","57",3.8,"1,495,584"
"AIDS deaths","2006","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","65",4.1,"1,585,749"
"AIDS deaths","2000","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","45",3.1,"1,461,381"
"AIDS deaths","2005","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","49",3.1,"1,562,245"
"AIDS deaths","2013","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","42",2.4,"1,718,600"
"AIDS deaths","2003","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","72",4.7,"1,517,325"
"AIDS deaths","2004","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","36",2.3,"1,539,356"
"AIDS deaths","2007","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","46",2.9,"1,606,742"
"AIDS deaths","2010","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","48",2.8,"1,690,410"
"AIDS deaths","2014","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","53",3.1,"1,721,673"
"AIDS deaths","2012","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","42",2.5,"1,712,803"
"AIDS deaths","2009","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","39",2.4,"1,636,757"
"AIDS deaths","2011","New Mexico","35","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","45",2.6,"1,703,521"
"AIDS deaths","2014","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,605",9.6,"16,702,366"
"AIDS deaths","2013","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,717",10.3,"16,645,162"
"AIDS deaths","2001","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,945",18.7,"15,707,834"
"AIDS deaths","2000","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","3,076",19.7,"15,595,556"
"AIDS deaths","2002","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,857",18.1,"15,811,518"
"AIDS deaths","2015","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,462",8.7,"16,738,504"
"AIDS deaths","2006","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,411",14.9,"16,181,461"
"AIDS deaths","2010","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,914",11.7,"16,363,315"
"AIDS deaths","2009","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,100",12.8,"16,409,802"
"AIDS deaths","2003","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,838",17.8,"15,926,650"
"AIDS deaths","2004","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,648",16.5,"16,034,424"
"AIDS deaths","2005","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,591",16.1,"16,115,032"
"AIDS deaths","2008","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,215",13.6,"16,332,205"
"AIDS deaths","2007","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,311",14.2,"16,270,495"
"AIDS deaths","2012","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,749",10.6,"16,564,984"
"AIDS deaths","2011","New York","36","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","1,865",11.3,"16,476,442"
"AIDS deaths","2013","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","399",4.9,"8,199,318"
"AIDS deaths","2001","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","396",5.9,"6,738,139"
"AIDS deaths","2000","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","363",5.5,"6,637,885"
"AIDS deaths","2002","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","409",6,"6,835,653"
"AIDS deaths","2006","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","455",6.2,"7,310,397"
"AIDS deaths","2011","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","379",4.7,"7,997,601"
"AIDS deaths","2015","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","396",4.7,"8,399,628"
"AIDS deaths","2010","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","420",5.3,"7,907,425"
"AIDS deaths","2003","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","446",6.4,"6,924,400"
"AIDS deaths","2004","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","400",5.7,"7,030,521"
"AIDS deaths","2005","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","430",6,"7,145,354"
"AIDS deaths","2008","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","405",5.3,"7,607,202"
"AIDS deaths","2009","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","433",5.6,"7,713,809"
"AIDS deaths","2007","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","405",5.4,"7,460,270"
"AIDS deaths","2014","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","402",4.8,"8,297,902"
"AIDS deaths","2012","North Carolina","37","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","367",4.5,"8,096,545"
"AIDS deaths","2013","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","4",0.7,"602,682"
"AIDS deaths","2001","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6",1.1,"529,803"
"AIDS deaths","2000","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",1.3,"531,381"
"AIDS deaths","2002","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2",0.4,"529,457"
"AIDS deaths","2011","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","4",0.7,"574,213"
"AIDS deaths","2015","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",1.1,"625,454"
"AIDS deaths","2006","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5",0.9,"536,595"
"AIDS deaths","2004","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5",0.9,"534,859"
"AIDS deaths","2010","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5",0.9,"565,671"
"AIDS deaths","2003","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",1.3,"530,557"
"AIDS deaths","2008","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","8",1.5,"539,992"
"AIDS deaths","2005","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7",1.3,"534,635"
"AIDS deaths","2007","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2",0.4,"537,657"
"AIDS deaths","2009","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","3",0.6,"543,743"
"AIDS deaths","2014","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","6",1,"613,690"
"AIDS deaths","2012","North Dakota","38","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","3",0.5,"586,154"
"AIDS deaths","2014","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","225",2.3,"9,725,383"
"AIDS deaths","2013","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","224",2.3,"9,690,925"
"AIDS deaths","2001","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","259",2.8,"9,338,793"
"AIDS deaths","2002","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","286",3,"9,383,766"
"AIDS deaths","2011","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","247",2.6,"9,634,339"
"AIDS deaths","2015","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","220",2.3,"9,745,008"
"AIDS deaths","2000","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","253",2.7,"9,296,192"
"AIDS deaths","2006","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","298",3.1,"9,538,583"
"AIDS deaths","2004","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","260",2.7,"9,473,030"
"AIDS deaths","2010","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","217",2.3,"9,612,439"
"AIDS deaths","2003","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","275",2.9,"9,433,101"
"AIDS deaths","2005","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","301",3.2,"9,505,295"
"AIDS deaths","2008","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","286",3,"9,592,881"
"AIDS deaths","2009","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","276",2.9,"9,616,569"
"AIDS deaths","2012","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","247",2.6,"9,657,713"
"AIDS deaths","2007","Ohio","39","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","284",3,"9,574,717"
"AIDS deaths","2007","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","112",3.8,"2,962,486"
"AIDS deaths","2014","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","116",3.6,"3,183,797"
"AIDS deaths","2001","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","104",3.7,"2,836,102"
"AIDS deaths","2002","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","107",3.7,"2,854,337"
"AIDS deaths","2011","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","93",3,"3,103,207"
"AIDS deaths","2013","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","106",3.4,"3,161,159"
"AIDS deaths","2000","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","126",4.5,"2,823,517"
"AIDS deaths","2006","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","98",3.3,"2,935,449"
"AIDS deaths","2015","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","123",3.8,"3,209,660"
"AIDS deaths","2003","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","110",3.8,"2,868,825"
"AIDS deaths","2004","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","92",3.2,"2,886,303"
"AIDS deaths","2010","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","84",2.7,"3,079,790"
"AIDS deaths","2005","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","117",4,"2,902,250"
"AIDS deaths","2008","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","108",3.6,"2,985,437"
"AIDS deaths","2009","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","104",3.4,"3,014,967"
"AIDS deaths","2012","Oklahoma","40","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","93",3,"3,131,184"
"AIDS deaths","2007","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","88",2.8,"3,116,799"
"AIDS deaths","2014","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","81",2.4,"3,353,720"
"AIDS deaths","2012","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","91",2.8,"3,283,036"
"AIDS deaths","2001","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","93",3.2,"2,864,127"
"AIDS deaths","2002","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","102",3.5,"2,909,824"
"AIDS deaths","2011","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","86",2.6,"3,249,517"
"AIDS deaths","2000","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","80",2.8,"2,826,917"
"AIDS deaths","2006","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","97",3.2,"3,069,036"
"AIDS deaths","2009","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","76",2.4,"3,197,425"
"AIDS deaths","2013","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","94",2.8,"3,312,557"
"AIDS deaths","2003","Oregon","41","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","118",4,"2,946,163"
