"Date Printed: Thursday, June 21, 2018 9:26:27 AM"
Title: HIV diagnoses | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | Male-to-male sexual contact | Injection drug use | Male-to-male sexual contact and injection drug use | Heterosexual contact | Other
"Footnote(s): AIDS diagnoses and HIV diagnoses data for the year 2016 are preliminary and based on 6 months reporting delay. Therefore, trend data should only be viewed through the year 2015 to allow sufficient time (at least 12 months) for reporting of case information to accurately assess trends. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. Death data based on residence at death. Data adjusted for missing transmission category."
NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","2","Data not available","NA"
"HIV diagnoses","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","4","Data not available","NA"
"HIV diagnoses","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","10","Data not available","NA"
"HIV diagnoses","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","1","Data not available","NA"
"HIV diagnoses","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","3","Data not available","NA"
"HIV diagnoses","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","3","Data not available","NA"
"HIV diagnoses","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","13","Data not available","NA"
"HIV diagnoses","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","4","Data not available","NA"
"HIV diagnoses","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","1","Data not available","NA"
"HIV diagnoses","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","4","Data not available","NA"
"HIV diagnoses","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","13","Data not available","NA"
"HIV diagnoses","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","3","Data not available","NA"
"HIV diagnoses","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","0","Data not available","NA"
"HIV diagnoses","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","6","Data not available","NA"
"HIV diagnoses","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","24","Data not available","NA"
"HIV diagnoses","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","2","Data not available","NA"
"HIV diagnoses","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","3","Data not available","NA"
"HIV diagnoses","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","3","Data not available","NA"
"HIV diagnoses","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","11","Data not available","NA"
"HIV diagnoses","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","3","Data not available","NA"
"HIV diagnoses","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","2","Data not available","NA"
"HIV diagnoses","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","5","Data not available","NA"
"HIV diagnoses","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","19","Data not available","NA"
"HIV diagnoses","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","0","Data not available","NA"
"HIV diagnoses","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","1","Data not available","NA"
"HIV diagnoses","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","2","Data not available","NA"
"HIV diagnoses","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","10","Data not available","NA"
"HIV diagnoses","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","2","Data not available","NA"
"HIV diagnoses","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","4","Data not available","NA"
"HIV diagnoses","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","3","Data not available","NA"
"HIV diagnoses","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","15","Data not available","NA"
"HIV diagnoses","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","1","Data not available","NA"
"HIV diagnoses","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","1","Data not available","NA"
"HIV diagnoses","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","3","Data not available","NA"
"HIV diagnoses","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2016","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","49","Data not available","NA"
"HIV diagnoses","2016","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","5","Data not available","NA"
"HIV diagnoses","2016","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","5","Data not available","NA"
"HIV diagnoses","2016","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","17","Data not available","NA"
"HIV diagnoses","2016","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2013","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","48","Data not available","NA"
"HIV diagnoses","2013","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","3","Data not available","NA"
"HIV diagnoses","2013","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","5","Data not available","NA"
"HIV diagnoses","2013","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","23","Data not available","NA"
"HIV diagnoses","2013","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2011","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","60","Data not available","NA"
"HIV diagnoses","2011","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","2","Data not available","NA"
"HIV diagnoses","2011","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","4","Data not available","NA"
"HIV diagnoses","2011","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","13","Data not available","NA"
"HIV diagnoses","2011","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2014","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","60","Data not available","NA"
"HIV diagnoses","2014","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","2","Data not available","NA"
"HIV diagnoses","2014","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","6","Data not available","NA"
"HIV diagnoses","2014","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","20","Data not available","NA"
"HIV diagnoses","2014","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2008","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","50","Data not available","NA"
"HIV diagnoses","2008","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","7","Data not available","NA"
"HIV diagnoses","2008","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","7","Data not available","NA"
"HIV diagnoses","2008","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","33","Data not available","NA"
"HIV diagnoses","2008","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2009","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","54","Data not available","NA"
"HIV diagnoses","2009","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","10","Data not available","NA"
"HIV diagnoses","2009","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","3","Data not available","NA"
"HIV diagnoses","2009","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","40","Data not available","NA"
"HIV diagnoses","2009","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2012","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","49","Data not available","NA"
"HIV diagnoses","2012","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","4","Data not available","NA"
"HIV diagnoses","2012","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","8","Data not available","NA"
"HIV diagnoses","2012","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","21","Data not available","NA"
"HIV diagnoses","2012","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Other","2","Data not available","NA"
"HIV diagnoses","2015","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","60","Data not available","NA"
"HIV diagnoses","2015","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","2","Data not available","NA"
"HIV diagnoses","2015","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","4","Data not available","NA"
"HIV diagnoses","2015","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","16","Data not available","NA"
"HIV diagnoses","2015","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2010","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","70","Data not available","NA"
"HIV diagnoses","2010","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","9","Data not available","NA"
"HIV diagnoses","2010","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","6","Data not available","NA"
"HIV diagnoses","2010","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","28","Data not available","NA"
"HIV diagnoses","2010","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","Other","2","Data not available","NA"
"HIV diagnoses","2016","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","382","Data not available","NA"
"HIV diagnoses","2016","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","33","Data not available","NA"
"HIV diagnoses","2016","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","27","Data not available","NA"
"HIV diagnoses","2016","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","83","Data not available","NA"
"HIV diagnoses","2016","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2010","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","268","Data not available","NA"
"HIV diagnoses","2010","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","22","Data not available","NA"
"HIV diagnoses","2010","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","24","Data not available","NA"
"HIV diagnoses","2010","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","63","Data not available","NA"
"HIV diagnoses","2010","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2013","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","311","Data not available","NA"
"HIV diagnoses","2013","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","22","Data not available","NA"
"HIV diagnoses","2013","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","33","Data not available","NA"
"HIV diagnoses","2013","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","68","Data not available","NA"
"HIV diagnoses","2013","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2011","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","284","Data not available","NA"
"HIV diagnoses","2011","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","22","Data not available","NA"
"HIV diagnoses","2011","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","19","Data not available","NA"
"HIV diagnoses","2011","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","55","Data not available","NA"
"HIV diagnoses","2011","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Other","3","Data not available","NA"
"HIV diagnoses","2014","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","324","Data not available","NA"
"HIV diagnoses","2014","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","23","Data not available","NA"
"HIV diagnoses","2014","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","31","Data not available","NA"
"HIV diagnoses","2014","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","60","Data not available","NA"
"HIV diagnoses","2014","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2008","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","265","Data not available","NA"
"HIV diagnoses","2008","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","33","Data not available","NA"
"HIV diagnoses","2008","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","26","Data not available","NA"
"HIV diagnoses","2008","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","70","Data not available","NA"
"HIV diagnoses","2008","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Other","1","Data not available","NA"
"HIV diagnoses","2009","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","266","Data not available","NA"
"HIV diagnoses","2009","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","25","Data not available","NA"
"HIV diagnoses","2009","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","21","Data not available","NA"
"HIV diagnoses","2009","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","57","Data not available","NA"
"HIV diagnoses","2009","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2015","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","353","Data not available","NA"
"HIV diagnoses","2015","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","27","Data not available","NA"
"HIV diagnoses","2015","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","30","Data not available","NA"
"HIV diagnoses","2015","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","70","Data not available","NA"
"HIV diagnoses","2015","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2012","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","267","Data not available","NA"
"HIV diagnoses","2012","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","23","Data not available","NA"
"HIV diagnoses","2012","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","23","Data not available","NA"
"HIV diagnoses","2012","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","48","Data not available","NA"
"HIV diagnoses","2012","Nevada","32","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2016","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","21","Data not available","NA"
"HIV diagnoses","2016","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","7","Data not available","NA"
"HIV diagnoses","2016","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","1","Data not available","NA"
"HIV diagnoses","2016","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","13","Data not available","NA"
"HIV diagnoses","2016","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","38","Data not available","NA"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","1","Data not available","NA"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","0","Data not available","NA"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","11","Data not available","NA"
"HIV diagnoses","2010","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","26","Data not available","NA"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","3","Data not available","NA"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","31","Data not available","NA"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","4","Data not available","NA"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","0","Data not available","NA"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","7","Data not available","NA"
"HIV diagnoses","2014","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","19","Data not available","NA"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","6","Data not available","NA"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","4","Data not available","NA"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","5","Data not available","NA"
"HIV diagnoses","2013","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","1","Data not available","NA"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","9","Data not available","NA"
"HIV diagnoses","2011","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","26","Data not available","NA"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","5","Data not available","NA"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","1","Data not available","NA"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","12","Data not available","NA"
"HIV diagnoses","2008","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","23","Data not available","NA"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","5","Data not available","NA"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","1","Data not available","NA"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","10","Data not available","NA"
"HIV diagnoses","2009","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","25","Data not available","NA"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","2","Data not available","NA"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","6","Data not available","NA"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","13","Data not available","NA"
"HIV diagnoses","2012","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2015","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","16","Data not available","NA"
"HIV diagnoses","2015","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","1","Data not available","NA"
"HIV diagnoses","2015","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","1","Data not available","NA"
"HIV diagnoses","2015","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","5","Data not available","NA"
"HIV diagnoses","2015","New Hampshire","33","Ages 13 years and older","All races/ethnicities","Both sexes","Other","0","Data not available","NA"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","679","Data not available","NA"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","215","Data not available","NA"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","38","Data not available","NA"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","438","Data not available","NA"
"HIV diagnoses","2010","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Other","2","Data not available","NA"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","645","Data not available","NA"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","97","Data not available","NA"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","17","Data not available","NA"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","381","Data not available","NA"
"HIV diagnoses","2016","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Other","3","Data not available","NA"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","627","Data not available","NA"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","169","Data not available","NA"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","29","Data not available","NA"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","364","Data not available","NA"
"HIV diagnoses","2011","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Other","2","Data not available","NA"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","686","Data not available","NA"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","151","Data not available","NA"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact and injection drug use","21","Data not available","NA"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Heterosexual contact","379","Data not available","NA"
"HIV diagnoses","2014","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Other","3","Data not available","NA"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Male-to-male sexual contact","627","Data not available","NA"
"HIV diagnoses","2008","New Jersey","34","Ages 13 years and older","All races/ethnicities","Both sexes","Injection drug use","258","Data not available","NA"
