"Date Printed: Thursday, June 21, 2018 8:26:38 AM"
Title: HIV prevalence | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiple races | Native Hawaiian/Other Pacific Islander | White | Male | Female | Ages 13 years and older | All transmission categories
"Footnote(s): AIDS diagnoses and HIV diagnoses data for the year 2016 are preliminary and based on 6 months reporting delay. Therefore, trend data should only be viewed through the year 2015 to allow sufficient time (at least 12 months) for reporting of case information to accurately assess trends. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. Death data based on residence at death. Data adjusted for missing transmission category."
NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2013","Missouri","29","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,572"
"HIV prevalence","2013","Missouri","29","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,554"
"HIV prevalence","2013","Missouri","29","Ages 13 years and older","White","Male","All transmission categories","4,756",236.3,"2,012,630"
"HIV prevalence","2013","Missouri","29","Ages 13 years and older","White","Female","All transmission categories","609",28.8,"2,113,644"
"HIV prevalence","2013","Missouri","29","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","34,024"
"HIV prevalence","2013","Missouri","29","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","35,760"
"HIV prevalence","2012","Missouri","29","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","497",594.2,"83,635"
"HIV prevalence","2012","Missouri","29","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","68",89.2,"76,257"
"HIV prevalence","2012","Missouri","29","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,487"
"HIV prevalence","2012","Missouri","29","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,486"
"HIV prevalence","2012","Missouri","29","Ages 13 years and older","White","Male","All transmission categories","4,704",234.3,"2,007,516"
"HIV prevalence","2012","Missouri","29","Ages 13 years and older","White","Female","All transmission categories","582",27.6,"2,111,002"
"HIV prevalence","2012","Missouri","29","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","32,619"
"HIV prevalence","2012","Missouri","29","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","34,605"
"HIV prevalence","2010","Missouri","29","Ages 13 years and older","White","Female","All transmission categories","562",26.7,"2,106,227"
"HIV prevalence","2010","Missouri","29","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","30,305"
"HIV prevalence","2010","Missouri","29","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","32,545"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","6",53.6,"11,190"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","0",0,"10,990"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Asian","Male","All transmission categories","27",82.6,"32,684"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Asian","Female","All transmission categories","10",27.5,"36,304"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Black/African American","Male","All transmission categories","3,190",1296.5,"246,052"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Black/African American","Female","All transmission categories","992",343.7,"288,631"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","471",648.1,"72,674"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","70",111,"63,087"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","1,750"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","1,500"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","White","Male","All transmission categories","4,474",223.8,"1,998,925"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","White","Female","All transmission categories","565",26.7,"2,119,859"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","24,749"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","26,506"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","9",82.4,"10,917"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","1",9.4,"10,678"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Asian","Male","All transmission categories","43",97.4,"44,145"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Asian","Female","All transmission categories","16",32,"50,042"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Black/African American","Male","All transmission categories","3,814",1440.7,"264,728"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Black/African American","Female","All transmission categories","1,195",396.2,"301,578"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","530",596,"88,932"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","83",102,"81,354"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","2,675"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","2,645"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","White","Male","All transmission categories","4,870",241.5,"2,016,719"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","White","Female","All transmission categories","628",29.7,"2,116,413"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","35,365"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","36,872"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Asian","Male","All transmission categories","0",0,"2,080"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Asian","Female","All transmission categories","0",0,"2,990"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Black/African American","Male","All transmission categories","6",263.3,"2,279"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","2",134.7,"1,485"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","9",84.8,"10,612"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","2",19.9,"10,060"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","233"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","245"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","White","Male","All transmission categories","217",59.8,"362,676"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","White","Female","All transmission categories","41",11.2,"365,092"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","5,155"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","5,353"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","14",62.4,"22,434"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","6",26,"23,035"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Asian","Male","All transmission categories","0",0,"2,145"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Asian","Female","All transmission categories","0",0,"3,065"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Black/African American","Male","All transmission categories","6",246.5,"2,434"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","2",124.1,"1,612"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","11",99.3,"11,080"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","3",28.5,"10,520"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","239"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","259"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","White","Male","All transmission categories","236",64.8,"364,409"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","White","Female","All transmission categories","42",11.4,"366,904"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","5,275"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","5,480"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","14",63.5,"22,033"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","7",30.7,"22,826"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Asian","Male","All transmission categories","0",0,"2,251"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Asian","Female","All transmission categories","0",0,"3,457"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Black/African American","Male","All transmission categories","8",342.2,"2,338"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","7",574.2,"1,219"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","20",181.6,"11,011"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","5",46.5,"10,751"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","301"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","230"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","White","Male","All transmission categories","346",92.6,"373,718"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","White","Female","All transmission categories","48",12.9,"373,012"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","7,164"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","7,366"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","16",71.8,"22,293"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","10",43.4,"23,034"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Asian","Male","All transmission categories","0",0,"2,353"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Asian","Female","All transmission categories","0",0,"3,592"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Black/African American","Male","All transmission categories","10",384.8,"2,599"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","7",475.5,"1,472"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","19",163.9,"11,592"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","6",52.7,"11,390"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","306"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","232"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","White","Male","All transmission categories","354",94.1,"376,111"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","White","Female","All transmission categories","50",13.3,"374,599"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","7,417"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","7,614"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","19",84,"22,628"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","11",47.1,"23,347"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Asian","Male","All transmission categories","1",40.7,"2,460"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Asian","Female","All transmission categories","0",0,"3,723"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Black/African American","Male","All transmission categories","8",313.7,"2,550"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","8",571.4,"1,400"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","21",171.1,"12,276"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","4",33.8,"11,841"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","330"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","252"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","White","Male","All transmission categories","380",100.3,"378,981"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","White","Female","All transmission categories","53",14.1,"377,159"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","7,672"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","7,873"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","14",64.1,"21,840"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","8",35.4,"22,569"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Asian","Male","All transmission categories","0",0,"2,126"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Asian","Female","All transmission categories","0",0,"3,285"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Black/African American","Male","All transmission categories","7",342.6,"2,043"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","6",657.2,"913"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","14",134.1,"10,441"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","4",39.4,"10,148"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","283"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","237"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","White","Male","All transmission categories","305",82.1,"371,702"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","White","Female","All transmission categories","42",11.3,"371,300"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","6,922"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","7,167"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","12",54.3,"22,100"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","6",26.4,"22,686"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","18",78.1,"23,051"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","8",33.6,"23,808"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Asian","Male","All transmission categories","1",37.2,"2,690"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Asian","Female","All transmission categories","0",0,"4,042"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Black/African American","Male","All transmission categories","11",413.1,"2,663"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","7",463,"1,512"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","31",231.1,"13,413"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","4",30.7,"13,014"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","355"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","265"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","White","Male","All transmission categories","398",103.4,"384,875"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","White","Female","All transmission categories","64",16.8,"381,829"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","8,267"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","8,378"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","20",87.4,"22,884"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","10",42.4,"23,560"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Asian","Male","All transmission categories","1",38.9,"2,571"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Asian","Female","All transmission categories","0",0,"3,897"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Black/African American","Male","All transmission categories","9",350.2,"2,570"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","8",556.7,"1,437"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","22",171.6,"12,824"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","5",40.3,"12,396"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","355"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","254"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","White","Male","All transmission categories","383",100.3,"381,779"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","White","Female","All transmission categories","58",15.3,"379,429"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","7,975"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","8,143"
"HIV prevalence","2008","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","12",220.6,"5,440"
"HIV prevalence","2008","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","6",100.6,"5,962"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","16",299.7,"5,339"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","8",136.6,"5,855"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Asian","Male","All transmission categories","15",115.3,"13,008"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Asian","Female","All transmission categories","8",55.3,"14,458"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Black/African American","Male","All transmission categories","295",901.7,"32,717"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Black/African American","Female","All transmission categories","204",649.7,"31,398"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","214",336.9,"63,528"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","52",93.3,"55,763"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","423"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","393"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","White","Male","All transmission categories","796",128.4,"619,752"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","White","Female","All transmission categories","154",23.8,"646,464"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","7,472"
"HIV prevalence","2011","Nebraska","31","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","8,134"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","12",217.9,"5,508"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","6",99.5,"6,032"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Asian","Male","All transmission categories","11",101.3,"10,859"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Asian","Female","All transmission categories","5",41.7,"12,001"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Black/African American","Male","All transmission categories","237",791.3,"29,950"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Black/African American","Female","All transmission categories","170",569.8,"29,833"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","170",308.7,"55,061"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","42",93.1,"45,128"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","505"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","440"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","White","Male","All transmission categories","700",113.8,"615,254"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","White","Female","All transmission categories","141",21.9,"644,404"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","5,901"
"HIV prevalence","2009","Nebraska","31","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","6,322"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","14",256.5,"5,458"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","7",118.8,"5,892"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Asian","Male","All transmission categories","15",107.4,"13,964"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Asian","Female","All transmission categories","8",52.1,"15,364"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Black/African American","Male","All transmission categories","308",931.4,"33,070"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Black/African American","Female","All transmission categories","206",649.4,"31,723"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","214",325.8,"65,687"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","54",93.3,"57,904"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","429"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","409"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","White","Male","All transmission categories","823",132.2,"622,310"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","White","Female","All transmission categories","154",23.8,"647,834"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","7,804"
"HIV prevalence","2012","Nebraska","31","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","8,458"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","16",302.7,"5,285"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","6",103.1,"5,822"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Asian","Male","All transmission categories","14",113.3,"12,354"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Asian","Female","All transmission categories","8",58.1,"13,769"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Black/African American","Male","All transmission categories","290",904.8,"32,051"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Black/African American","Female","All transmission categories","199",641.9,"31,001"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","210",342.2,"61,376"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","52",96.8,"53,707"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Male","All transmission categories","Data suppressed","Data suppressed","411"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Female","All transmission categories","Data suppressed","Data suppressed","375"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","White","Male","All transmission categories","770",124.6,"618,122"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","White","Female","All transmission categories","153",23.7,"645,277"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Multiple races","Male","All transmission categories","Data suppressed","Data suppressed","7,116"
"HIV prevalence","2010","Nebraska","31","Ages 13 years and older","Multiple races","Female","All transmission categories","Data suppressed","Data suppressed","7,814"
"HIV prevalence","2013","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Male","All transmission categories","13",236.7,"5,493"
"HIV prevalence","2013","Nebraska","31","Ages 13 years and older","American Indian/Alaska Native","Female","All transmission categories","7",118.3,"5,918"
"HIV prevalence","2013","Nebraska","31","Ages 13 years and older","Asian","Male","All transmission categories","15",101.4,"14,788"
